gene,rxnID,kcat_value1
YDL174C,r_0001_1,49879.08
YEL039C,r_0001_1,24939.54
YDL174C,r_0001_2,49879.08
YJR048W,r_0001_2,24939.54
YEL039C,r_0001_3,89114.94
YEL071W,r_0001_3,178229.88
YJR048W,r_0001_4,89114.94
YEL071W,r_0001_4,178229.88
YEL039C,r_0002_1,13473
YDL178W,r_0002_1,26946
YJR048W,r_0002_2,5478.12
YDL178W,r_0002_2,10956.24
YAL060W,r_0003_fwd,6343698.6
YAL060W,r_0003_rvs,7482402
YEL039C,r_0004_1,2678400
YML054C,r_0004_1,1339200
YJR048W,r_0004_2,2678400
YML054C,r_0004_2,1339200
YGR032W,r_0005_1,22112.64
YMR306W,r_0005_2,10239.48
YCR034W,r_0005_3,38307.24
YLR342W,r_0005_3,38307.24
YGR143W,r_0006_1,105716.52
YPR159W,r_0006_2,159049.44
YIL020C,r_0007,4236.12
YHR037W,r_0012,5400
YEL038W,r_0013,155951.64
YMR009W,r_0013,155951.64
YOL066C,r_0014,1371.96
YBR153W,r_0015,10464.12
YCL009C,r_0016_1,180686.16
YMR108W,r_0016_1,90343.08
YMR108W,r_0016_2,90343.08
YNL256W,r_0017,4567.68
YER152C,r_0018_1_fwd,22777.56
YER152C,r_0018_1_rvs,34473.24
YGL202W,r_0018_2_fwd,9046.44
YGL202W,r_0018_2_rvs,8789.04
YJL060W,r_0018_3_fwd,25526.88
YJL060W,r_0018_3_rvs,32136.48
YHR063C,r_0019,74022.84
YDR035W,r_0020_1,11325.96
YBR249C,r_0020_2,24327.36
YDR204W,r_0021,76539.6
YGL119W,r_0021,76539.6
YGR255C,r_0021,76539.6
YLR201C,r_0021,76539.6
YML110C,r_0021,38269.8
YOL096C,r_0021,76539.6
YOR125C,r_0021,76539.6
YDR204W,r_0022,146961.72
YGL119W,r_0022,146961.72
YGR255C,r_0022,146961.72
YLR201C,r_0022,146961.72
YML110C,r_0022,73480.86
YOL096C,r_0022,146961.72
YOR125C,r_0022,146961.72
YGL009C,r_0023_fwd,15129
YGL009C,r_0023_rvs,10629.72
YNL104C,r_0024_1,49644
YOR108W,r_0024_2,49644
YNL104C,r_0025,49644
YHR208W,r_0026_1,4498.56
YJR148W,r_0026_2,4052.52
YGL202W,r_0026_3,12918.24
YHR137W,r_0026_4,46605.24
YDR234W,r_0027_fwd,14274.36
YDR234W,r_0027_rvs,107290.08
YPR001W,r_0028,284712.48
YJR148W,r_0029,2437.92
YHR208W,r_0030,1542.96
YOL064C,r_0032,147040.92
YGL248W,r_0033_1,40396.68
YOR360C,r_0033_2,14404.68
YOR360C,r_0034,12824.64
YOR360C,r_0035,11858.4
YOR360C,r_0036,8216.64
